country_iso3,measure,sex_own,entr_size,transaction_type,unit_measure,prices,unit_mult,country,year,value,obs_status,decimals,region_code
ESP,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,ESP,2018,1.69,A,2,NA
ESP,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,ESP,2018,1.89,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,ESP,2018,1.087613293,A,2,NA
ESP,VC,_Z,T,_Z,GR,_Z,0,ESP,2018,21.99509403,A,2,NA
ESP,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,ESP,2018,0.2,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,ESP,2018,3346,A,0,NA
ESP,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,ESP,2018,2,A,0,NA
ESP,LOAN,_Z,T,NEW,EUR,V,9,ESP,2018,347,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2018,229,A,1,NA
ESP,LOAN,_Z,T,OUTSTANDING,EUR,V,9,ESP,2018,446,A,1,NA
ESP,LOAN,_Z,SME,NEW,EUR,V,9,ESP,2018,175,A,1,NA
ESP,VC,_Z,T,_Z,EUR,V,9,ESP,2018,2984,A,1,NA
ESP,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2018,157,A,1,NA
ESP,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2018,18,A,1,NA
ESP,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,ESP,2018,30,A,1,NA
ESP,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,ESP,2018,20599,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,ESP,2019,50.34482759,A,2,NA
ESP,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,ESP,2019,50,A,2,NA
ESP,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2019,4.79,A,2,NA
ESP,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2019,90.1734104,A,2,NA
ESP,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2019,33.87,A,2,NA
ESP,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2019,23.39,A,2,NA
ESP,LOAN_REJECTION,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2019,4.38,A,2,NA
ESP,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,ESP,2019,1.15,A,2,NA
ESP,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,ESP,2019,1.71,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,ESP,2019,11.89479976,A,2,NA
ESP,VC,_Z,T,_Z,GR,_Z,0,ESP,2019,40.61662198,A,2,NA
ESP,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,ESP,2019,0.56,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,ESP,2019,3744,A,0,NA
ESP,LOAN,_Z,T,NEW,EUR,V,9,ESP,2019,348,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2019,219,A,1,NA
ESP,LOAN,_Z,T,OUTSTANDING,EUR,V,9,ESP,2019,435,A,1,NA
ESP,LOAN,_Z,SME,NEW,EUR,V,9,ESP,2019,174,A,1,NA
ESP,VC,_Z,T,_Z,EUR,V,9,ESP,2019,4196,A,1,NA
ESP,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2019,156,A,1,NA
ESP,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2019,17,A,1,NA
ESP,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,ESP,2019,19589,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,ESP,2020,51.16772824,A,2,NA
ESP,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,ESP,2020,48.45938375,A,2,NA
ESP,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2020,4.51,A,2,NA
ESP,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2020,74.56647399,A,2,NA
ESP,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2020,38.26,A,2,NA
ESP,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2020,20.79,A,2,NA
ESP,LOAN_REJECTION,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2020,4.05,A,2,NA
ESP,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,ESP,2020,1.39,A,2,NA
ESP,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,ESP,2020,1.71,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,ESP,2020,-6.303418803,A,2,NA
ESP,VC,_Z,T,_Z,GR,_Z,0,ESP,2020,-0.738798856,A,2,NA
ESP,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,ESP,2020,0.32,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,ESP,2020,3508,A,0,NA
ESP,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,ESP,2020,3,A,0,NA
ESP,LOAN,_Z,T,NEW,EUR,V,9,ESP,2020,357,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2020,241,A,1,NA
ESP,LOAN,_Z,T,OUTSTANDING,EUR,V,9,ESP,2020,471,A,1,NA
ESP,LOAN,_Z,SME,NEW,EUR,V,9,ESP,2020,173,A,1,NA
ESP,VC,_Z,T,_Z,EUR,V,9,ESP,2020,4165,A,1,NA
ESP,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2020,129,A,1,NA
ESP,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2020,44,A,1,NA
ESP,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,ESP,2020,29709,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,ESP,2021,50.10570825,A,2,NA
ESP,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,ESP,2021,50.50167224,A,2,NA
ESP,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2021,4.29,A,2,NA
ESP,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2021,86.84210526,A,2,NA
ESP,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2021,22.07,A,2,NA
ESP,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2021,19.16,A,2,NA
ESP,LOAN_REJECTION,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2021,5.87,A,2,NA
ESP,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,ESP,2021,1.04,A,2,NA
ESP,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,ESP,2021,1.56,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,ESP,2021,26.48232611,A,2,NA
ESP,VC,_Z,T,_Z,GR,_Z,0,ESP,2021,24.68187275,A,2,NA
ESP,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,ESP,2021,0.52,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,ESP,2021,4437,A,0,NA
ESP,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,ESP,2021,2,A,0,NA
ESP,LOAN,_Z,T,NEW,EUR,V,9,ESP,2021,299,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2021,237,A,1,NA
ESP,LOAN,_Z,T,OUTSTANDING,EUR,V,9,ESP,2021,473,A,1,NA
ESP,LOAN,_Z,SME,NEW,EUR,V,9,ESP,2021,151,A,1,NA
ESP,VC,_Z,T,_Z,EUR,V,9,ESP,2021,5193,A,1,NA
ESP,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2021,132,A,1,NA
ESP,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2021,20,A,1,NA
ESP,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,ESP,2021,26186,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,ESP,2022,48.5106383,A,2,NA
ESP,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,ESP,2022,48.18941504,A,2,NA
ESP,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2022,3.54,A,2,NA
ESP,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,ESP,2022,93.60465116,A,2,NA
ESP,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2022,21.16,A,2,NA
ESP,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2022,18.85,A,2,NA
ESP,LOAN_REJECTION,_Z,SME,_Z,PT_ENT,_Z,0,ESP,2022,6.39,A,2,NA
ESP,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,ESP,2022,3.23,A,2,NA
ESP,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,ESP,2022,3.44,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,ESP,2022,21.11787244,A,2,NA
ESP,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,ESP,2022,0.2,A,2,NA
ESP,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,ESP,2022,5374,A,0,NA
ESP,LOAN,_Z,T,NEW,EUR,V,9,ESP,2022,359,A,1,NA
ESP,LOAN,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2022,228,A,1,NA
ESP,LOAN,_Z,T,OUTSTANDING,EUR,V,9,ESP,2022,470,A,1,NA
ESP,LOAN,_Z,SME,NEW,EUR,V,9,ESP,2022,173,A,1,NA
ESP,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2022,161,A,1,NA
ESP,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,9,ESP,2022,11,A,1,NA
ESP,LOAN_GOV_DIRECT,_Z,SME,_Z,EUR,V,6,ESP,2022,24942,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2007,35.82550811,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2007,42.08585348,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2007,0.605860959,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2007,0.949308312,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2007,19.72529111,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2007,5.681037733,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2007,6.107474596,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2007,0.426436862,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2007,202,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2007,9,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2007,1955.586017,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2007,480.531216,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2007,48.61210331,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2007,22.78833108,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2007,1289.984352,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2007,891.1743596,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2007,6799.951658,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2007,8552.928461,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2007,2436.117233,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2007,3599.57294,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2008,34.54670872,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2008,48.21336646,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2008,3.708755534,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2008,3.590324321,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2008,19.09431456,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2008,6.130052032,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2008,6.709763324,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2008,109.4059406,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2008,0.579711291,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2008,423,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2008,8.1,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2008,2013.221042,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2008,475.1344191,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2008,39.46886379,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2008,23.25739715,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2008,1405.67285,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2008,709.6275768,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2008,7202.87273,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2008,7306.597406,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2008,2488.355461,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2008,3522.756583,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2009,31.00817665,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2009,47.70497389,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2009,8.761698518,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2009,7.361969548,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2009,17.73537575,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2009,4.205645708,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2009,5.342388756,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2009,149.4089835,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2009,1.136743048,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2009,1055,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2009,12.7,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2009,1749.291535,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2009,377.1286012,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2009,86.05830914,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2009,51.63714698,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2009,988.8369367,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2009,222.7727288,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2009,6857.61101,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2009,4456.746417,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2009,2126.420136,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2009,2126.089715,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2010,29.36951814,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2010,43.81818581,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2010,8.528493917,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2010,8.168812383,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2010,16.76473952,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2010,3.904335244,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2010,5.059658012,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2010,-2.559241706,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2010,1.155322768,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2010,1028,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2010,12.8,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2010,1578.048584,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2010,317.8409405,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2010,121.9347841,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2010,65.99752147,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2010,909.2908442,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2010,281.2875055,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2010,6455.296665,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2010,4257.743077,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2010,1895.889525,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2010,1865.665773,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2011,28.27551133,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2011,38.62751135,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2011,5.906997649,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2011,6.314569432,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2011,19.38799991,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2011,3.762516107,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2011,4.918286999,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2011,-39.39688716,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2011,1.155770891,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2011,623,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2011,10.2,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2011,1355.122701,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2011,325.9206912,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2011,116.0326946,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2011,52.50886551,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2011,1129.215969,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2011,519.3729459,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2011,5945.227205,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2011,5061.525115,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2011,1681.043392,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2011,1955.141188,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2012,26.24462667,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2012,37.80246429,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2012,3.789307818,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2012,5.178174407,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2012,18.74008586,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2012,0.085125864,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2012,0.108808974,A,2,NA
EST,INTEREST_RATE,_Z,LRG,_Z,PA,_Z,0,EST,2012,3.047890353,A,2,NA
EST,INTEREST_RATE,_Z,SME,_Z,PA,_Z,0,EST,2012,4.023887478,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,GR,_Z,0,EST,2012,-20.54574639,A,2,NA
EST,INTEREST_RATE_SPREAD,_Z,SME,_Z,PD,_Z,0,EST,2012,0.975997125,A,2,NA
EST,BANKRUPTCIES,_Z,SME,NEW,ENT,_Z,0,EST,2012,495,A,0,NA
EST,PAYMENT_DELAYS,_Z,T,_Z,D,_Z,0,EST,2012,10.1,A,0,NA
EST,LOAN_LT,_Z,SME,OUTSTANDING,EUR,V,6,EST,2012,1311.038124,A,1,NA
EST,LOAN_ST,_Z,SME,OUTSTANDING,EUR,V,6,EST,2012,302.3503935,A,1,NA
EST,LOAN_GOV_GUARANTEED,_Z,SME,_Z,EUR,V,6,EST,2012,122.2879346,A,1,NA
EST,LOAN_GOV_GUARANTEES,_Z,SME,_Z,EUR,V,6,EST,2012,59.89032569,A,1,NA
EST,FACTORING,_Z,T,_Z,EUR,V,6,EST,2012,1924.278351,A,1,NA
EST,LEASING,_Z,T,_Z,EUR,V,6,EST,2012,649.6005217,A,1,NA
EST,LOAN,_Z,T,OUTSTANDING,EUR,V,6,EST,2012,6147.500354,A,1,NA
EST,LOAN,_Z,T,NEW,EUR,V,6,EST,2012,5612.264468,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,EUR,V,6,EST,2012,1613.388517,A,1,NA
EST,LOAN,_Z,SME,NEW,EUR,V,6,EST,2012,2121.574271,A,1,NA
EST,LOAN,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2013,26.45317831,A,2,NA
EST,LOAN,_Z,SME,NEW,PT_ENT,_Z,0,EST,2013,38.42553139,A,2,NA
EST,NPL,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2013,2.011948708,A,2,NA
EST,NPL,_Z,SME,OUTSTANDING,PT_ENT,_Z,0,EST,2013,3.267304275,A,2,NA
EST,LOAN_ST,_Z,T,OUTSTANDING,PT_ENT,_Z,0,EST,2013,19.20250486,A,2,NA
EST,LOAN_APPLICATIONS,_Z,SME,_Z,PT_ENT,_Z,0,EST,2013,0.117206783,A,2,NA
EST,LOAN_COLLATERAL,_Z,SME,_Z,PT_ENT,_Z,0,EST,2013,0.099091359,A,2,NA
