country_iso,country,year,measure,unit_measure,value
EL,Greece,2018,INTEREST_RATE,PA,3.81
EL,Greece,2018,INTEREST_RATE,PA,4.66
EL,Greece,2019,INTEREST_RATE,PA,3.64
EL,Greece,2019,INTEREST_RATE,PA,4.314162539
EL,Greece,2020,INTEREST_RATE,PA,2.83
EL,Greece,2020,INTEREST_RATE,PA,3.94
EL,Greece,2021,INTEREST_RATE,PA,2.7
EL,Greece,2021,INTEREST_RATE,PA,3.79
EL,Greece,2022,INTEREST_RATE,PA,3.23
EL,Greece,2022,INTEREST_RATE,PA,4.28
EL,Greece,2007,INTEREST_RATE_SPREAD,PD,1.25
EL,Greece,2008,INTEREST_RATE_SPREAD,PD,1.11
EL,Greece,2009,INTEREST_RATE_SPREAD,PD,1.1
EL,Greece,2010,INTEREST_RATE_SPREAD,PD,1.26
EL,Greece,2011,INTEREST_RATE_SPREAD,PD,1.03
EL,Greece,2012,INTEREST_RATE_SPREAD,PD,0.95
EL,Greece,2013,INTEREST_RATE_SPREAD,PD,0.74
EL,Greece,2014,INTEREST_RATE_SPREAD,PD,0.25
EL,Greece,2015,INTEREST_RATE_SPREAD,PD,0.56
EL,Greece,2016,INTEREST_RATE_SPREAD,PD,0.71
EL,Greece,2017,INTEREST_RATE_SPREAD,PD,0.71
EL,Greece,2018,INTEREST_RATE_SPREAD,PD,0.85
EL,Greece,2019,INTEREST_RATE_SPREAD,PD,0.674162539
EL,Greece,2020,INTEREST_RATE_SPREAD,PD,1.11
EL,Greece,2021,INTEREST_RATE_SPREAD,PD,1.09
EL,Greece,2022,INTEREST_RATE_SPREAD,PD,1.05
EL,Greece,2007,LEASING,EUR,7277.854
EL,Greece,2008,LEASING,EUR,7873.572
EL,Greece,2009,LEASING,EUR,7495.515
EL,Greece,2010,LEASING,EUR,7284.497
EL,Greece,2011,LEASING,EUR,6845.497
EL,Greece,2012,LEASING,EUR,6215.365
EL,Greece,2013,LEASING,EUR,3362.13
EL,Greece,2014,LEASING,EUR,4083
EL,Greece,2015,LEASING,EUR,4724.64
EL,Greece,2016,LEASING,EUR,4396.111
EL,Greece,2017,LEASING,EUR,4248.757
EL,Greece,2018,LEASING,EUR,3958.18
EL,Greece,2019,LEASING,EUR,3396.102
EL,Greece,2020,LEASING,EUR,3319.53
EL,Greece,2021,LEASING,EUR,2522.817
EL,Greece,2022,LEASING,EUR,2698.538
EL,Greece,2007,LOAN,EUR,102160
EL,Greece,2007,LOAN,EUR,0
EL,Greece,2008,LOAN,PT_ENT,34.21147598
EL,Greece,2008,LOAN,EUR,124131
EL,Greece,2008,LOAN,EUR,36543.65756
EL,Greece,2008,LOAN,EUR,12502.12463
EL,Greece,2009,LOAN,PT_ENT,35.64230862
EL,Greece,2009,LOAN,EUR,123820
EL,Greece,2009,LOAN,EUR,36344.62112
EL,Greece,2009,LOAN,EUR,12954.06203
EL,Greece,2010,LOAN,PT_ENT,38.49580308
EL,Greece,2010,LOAN,PT_ENT,21.39157739
EL,Greece,2010,LOAN,EUR,116514
EL,Greece,2010,LOAN,EUR,20739.58743
EL,Greece,2010,LOAN,EUR,44853
EL,Greece,2010,LOAN,EUR,4436.524896
EL,Greece,2011,LOAN,PT_ENT,36.84317611
EL,Greece,2011,LOAN,PT_ENT,17.75286797
EL,Greece,2011,LOAN,EUR,113044
EL,Greece,2011,LOAN,EUR,29386.24916
EL,Greece,2011,LOAN,EUR,41649
EL,Greece,2011,LOAN,EUR,5216.902014
EL,Greece,2012,LOAN,PT_ENT,38.81974632
EL,Greece,2012,LOAN,PT_ENT,18.87898118
EL,Greece,2012,LOAN,EUR,100758
EL,Greece,2012,LOAN,EUR,21796.2822
EL,Greece,2012,LOAN,EUR,39114
EL,Greece,2012,LOAN,EUR,4114.916014
EL,Greece,2013,LOAN,PT_ENT,49.74950833
EL,Greece,2013,LOAN,PT_ENT,15.03447239
EL,Greece,2013,LOAN,EUR,96610
EL,Greece,2013,LOAN,EUR,24301.38827
EL,Greece,2013,LOAN,EUR,48063
EL,Greece,2013,LOAN,EUR,3653.585508
EL,Greece,2014,LOAN,PT_ENT,50.56855697
EL,Greece,2014,LOAN,PT_ENT,15.61915372
EL,Greece,2014,LOAN,EUR,95197.496
EL,Greece,2014,LOAN,EUR,14929.20131
EL,Greece,2014,LOAN,EUR,48140
EL,Greece,2014,LOAN,EUR,2331.814902
EL,Greece,2015,LOAN,PT_ENT,52.64509654
EL,Greece,2015,LOAN,PT_ENT,16.96811267
EL,Greece,2015,LOAN,EUR,89140.754
EL,Greece,2015,LOAN,EUR,6940.436
EL,Greece,2015,LOAN,EUR,46928.236
EL,Greece,2015,LOAN,EUR,1177.661
EL,Greece,2016,LOAN,PT_ENT,55.32502534
EL,Greece,2016,LOAN,PT_ENT,18.42764747
EL,Greece,2016,LOAN,EUR,87501.471
EL,Greece,2016,LOAN,EUR,5771.263
EL,Greece,2016,LOAN,EUR,48410.211
EL,Greece,2016,LOAN,EUR,1063.508
EL,Greece,2017,LOAN,PT_ENT,54.39198863
EL,Greece,2017,LOAN,PT_ENT,15.52877152
EL,Greece,2017,LOAN,EUR,82113.646
EL,Greece,2017,LOAN,EUR,7259.383
EL,Greece,2017,LOAN,EUR,44663.245
EL,Greece,2017,LOAN,EUR,1127.293
EL,Greece,2018,LOAN,PT_ENT,53.75238943
EL,Greece,2018,LOAN,PT_ENT,10.1762204
EL,Greece,2018,LOAN,EUR,76378
EL,Greece,2018,LOAN,EUR,11423.819
EL,Greece,2018,LOAN,EUR,41055
EL,Greece,2018,LOAN,EUR,1162.513
EL,Greece,2019,LOAN,PT_ENT,52.30674544
EL,Greece,2019,LOAN,PT_ENT,16.04936449
EL,Greece,2019,LOAN,EUR,67347.245
EL,Greece,2019,LOAN,EUR,7994.086
EL,Greece,2019,LOAN,EUR,35227.152
EL,Greece,2019,LOAN,EUR,1283
EL,Greece,2020,LOAN,PT_ENT,48.11750817
EL,Greece,2020,LOAN,PT_ENT,21.82091766
EL,Greece,2020,LOAN,EUR,66594.18
EL,Greece,2020,LOAN,EUR,16195.79
EL,Greece,2020,LOAN,EUR,32043.46
EL,Greece,2020,LOAN,EUR,3534.07
EL,Greece,2021,LOAN,PT_ENT,43.88594438
EL,Greece,2021,LOAN,PT_ENT,28.38579023
EL,Greece,2021,LOAN,EUR,58112
EL,Greece,2021,LOAN,EUR,11851
EL,Greece,2021,LOAN,EUR,25503
EL,Greece,2021,LOAN,EUR,3364
EL,Greece,2022,LOAN,PT_ENT,20.46014454
EL,Greece,2022,LOAN,EUR,64001.03
EL,Greece,2022,LOAN,EUR,22199.633
EL,Greece,2022,LOAN,EUR,4542.077
EL,Greece,2009,LOAN_APPLICATIONS,PT_ENT,37.905
EL,Greece,2010,LOAN_APPLICATIONS,PT_ENT,39.643
EL,Greece,2011,LOAN_APPLICATIONS,PT_ENT,30.75
EL,Greece,2012,LOAN_APPLICATIONS,PT_ENT,29.918
EL,Greece,2013,LOAN_APPLICATIONS,PT_ENT,21.359
EL,Greece,2014,LOAN_APPLICATIONS,PT_ENT,25.533
EL,Greece,2015,LOAN_APPLICATIONS,PT_ENT,18.8
EL,Greece,2016,LOAN_APPLICATIONS,PT_ENT,21.5
EL,Greece,2017,LOAN_APPLICATIONS,PT_ENT,17.52
EL,Greece,2018,LOAN_APPLICATIONS,PT_ENT,23.039
EL,Greece,2019,LOAN_APPLICATIONS,PT_ENT,23.919
EL,Greece,2020,LOAN_APPLICATIONS,PT_ENT,31.261
EL,Greece,2021,LOAN_APPLICATIONS,PT_ENT,21.933
EL,Greece,2022,LOAN_APPLICATIONS,PT_ENT,23.225
EL,Greece,2009,LOAN_COLLATERAL,PT_ENT,51.408
EL,Greece,2010,LOAN_COLLATERAL,PT_ENT,40.52
EL,Greece,2011,LOAN_COLLATERAL,PT_ENT,49.431
EL,Greece,2012,LOAN_COLLATERAL,PT_ENT,46.688
EL,Greece,2013,LOAN_COLLATERAL,PT_ENT,45.926
EL,Greece,2014,LOAN_COLLATERAL,PT_ENT,46.239
EL,Greece,2015,LOAN_COLLATERAL,PT_ENT,49.209
EL,Greece,2016,LOAN_COLLATERAL,PT_ENT,39.812
EL,Greece,2017,LOAN_COLLATERAL,PT_ENT,25.733
EL,Greece,2018,LOAN_COLLATERAL,PT_ENT,20.683
EL,Greece,2019,LOAN_COLLATERAL,PT_ENT,18.506
EL,Greece,2020,LOAN_COLLATERAL,PT_ENT,18.444
EL,Greece,2021,LOAN_COLLATERAL,PT_ENT,13.724
EL,Greece,2022,LOAN_COLLATERAL,PT_ENT,28.495
EL,Greece,2013,LOAN_GOV_GUARANTEES,EUR,374.42
EL,Greece,2014,LOAN_GOV_GUARANTEES,EUR,308.5
EL,Greece,2015,LOAN_GOV_GUARANTEES,EUR,235.51
EL,Greece,2016,LOAN_GOV_GUARANTEES,EUR,562.4
EL,Greece,2017,LOAN_GOV_GUARANTEES,EUR,1076.2
EL,Greece,2018,LOAN_GOV_GUARANTEES,EUR,1198.36
EL,Greece,2019,LOAN_GOV_GUARANTEES,EUR,1356.96
EL,Greece,2020,LOAN_GOV_GUARANTEES,EUR,3940.95
EL,Greece,2021,LOAN_GOV_GUARANTEES,EUR,3974.55
EL,Greece,2022,LOAN_GOV_GUARANTEES,EUR,4052.4
EL,Greece,2014,LOAN_LT,EUR,30052.407
EL,Greece,2015,LOAN_LT,EUR,29294
EL,Greece,2016,LOAN_LT,EUR,29560.92
EL,Greece,2017,LOAN_LT,EUR,27681.168
EL,Greece,2018,LOAN_LT,EUR,25919.331
EL,Greece,2019,LOAN_LT,EUR,21795.581
EL,Greece,2020,LOAN_LT,EUR,22511.1
EL,Greece,2021,LOAN_LT,EUR,18565.871
EL,Greece,2009,LOAN_REJECTION,PT_ENT,25.838
EL,Greece,2010,LOAN_REJECTION,PT_ENT,24.487
EL,Greece,2011,LOAN_REJECTION,PT_ENT,33.837
EL,Greece,2012,LOAN_REJECTION,PT_ENT,28.329
EL,Greece,2013,LOAN_REJECTION,PT_ENT,25.992
EL,Greece,2014,LOAN_REJECTION,PT_ENT,21.451
EL,Greece,2015,LOAN_REJECTION,PT_ENT,19.9
EL,Greece,2016,LOAN_REJECTION,PT_ENT,18.17
EL,Greece,2017,LOAN_REJECTION,PT_ENT,16.16
EL,Greece,2018,LOAN_REJECTION,PT_ENT,20.5
EL,Greece,2019,LOAN_REJECTION,PT_ENT,11.442
EL,Greece,2020,LOAN_REJECTION,PT_ENT,12.34
EL,Greece,2021,LOAN_REJECTION,PT_ENT,10.357
EL,Greece,2022,LOAN_REJECTION,PT_ENT,14.957
EL,Greece,2014,LOAN_ST,PT_ENT,37.57319217
EL,Greece,2014,LOAN_ST,EUR,18087.82
EL,Greece,2015,LOAN_ST,PT_ENT,37.57671326
EL,Greece,2015,LOAN_ST,EUR,17634
EL,Greece,2016,LOAN_ST,PT_ENT,38.93661297
EL,Greece,2016,LOAN_ST,EUR,18849.3
EL,Greece,2017,LOAN_ST,PT_ENT,38.02248807
EL,Greece,2017,LOAN_ST,EUR,16982.077
EL,Greece,2018,LOAN_ST,PT_ENT,36.86641517
EL,Greece,2018,LOAN_ST,EUR,15135.412
EL,Greece,2019,LOAN_ST,PT_ENT,38.12846125
EL,Greece,2019,LOAN_ST,EUR,13431.571
EL,Greece,2020,LOAN_ST,PT_ENT,29.74820127
EL,Greece,2020,LOAN_ST,EUR,9532.35
EL,Greece,2021,LOAN_ST,PT_ENT,27.20166119
EL,Greece,2021,LOAN_ST,EUR,6937.281
EL,Greece,2007,NPL,PT_ENT,4.6
EL,Greece,2008,NPL,PT_ENT,4.3
EL,Greece,2009,NPL,PT_ENT,6.7
EL,Greece,2010,NPL,PT_ENT,8.7
EL,Greece,2011,NPL,PT_ENT,14.2
EL,Greece,2012,NPL,PT_ENT,23.4
EL,Greece,2013,NPL,PT_ENT,31.8
EL,Greece,2014,NPL,PT_ENT,29.4
EL,Greece,2014,NPL,PT_ENT,41.2
EL,Greece,2015,NPL,PT_ENT,31
EL,Greece,2015,NPL,PT_ENT,44.1
EL,Greece,2016,NPL,PT_ENT,30.3
EL,Greece,2016,NPL,PT_ENT,43.2
EL,Greece,2017,NPL,PT_ENT,30.5
EL,Greece,2017,NPL,PT_ENT,42.5
EL,Greece,2018,NPL,PT_ENT,28.6
EL,Greece,2018,NPL,PT_ENT,38.1
EL,Greece,2019,NPL,PT_ENT,25.5
EL,Greece,2019,NPL,PT_ENT,36.1
EL,Greece,2020,NPL,PT_ENT,19.1
EL,Greece,2020,NPL,PT_ENT,28.5
EL,Greece,2021,NPL,PT_ENT,8.8
EL,Greece,2021,NPL,PT_ENT,16.4
EL,Greece,2022,NPL,PT_ENT,5.627441779
EL,Greece,2022,NPL,PT_ENT,9.178350572
EL,Greece,2008,PAYMENT_DELAYS,D,25
EL,Greece,2009,PAYMENT_DELAYS,D,34
EL,Greece,2010,PAYMENT_DELAYS,D,30
EL,Greece,2011,PAYMENT_DELAYS,D,35
EL,Greece,2012,PAYMENT_DELAYS,D,40
EL,Greece,2013,PAYMENT_DELAYS,D,43
EL,Greece,2014,PAYMENT_DELAYS,D,41
EL,Greece,2015,PAYMENT_DELAYS,D,36
EL,Greece,2016,PAYMENT_DELAYS,D,47
EL,Greece,2017,PAYMENT_DELAYS,D,47
EL,Greece,2018,PAYMENT_DELAYS,D,33
EL,Greece,2019,PAYMENT_DELAYS,D,17
EL,Greece,2021,PAYMENT_DELAYS,D,50
EL,Greece,2022,PAYMENT_DELAYS,D,36
EL,Greece,2007,VC,EUR,19027
EL,Greece,2008,VC,GR,71.93987491
EL,Greece,2008,VC,EUR,32715
EL,Greece,2009,VC,GR,-49.01727037
EL,Greece,2009,VC,EUR,16679
EL,Greece,2010,VC,GR,50.06894898
EL,Greece,2010,VC,EUR,25030
EL,Greece,2011,VC,GR,-59.66040751
EL,Greece,2011,VC,EUR,10097
EL,Greece,2012,VC,GR,-100
EL,Greece,2012,VC,EUR,0
EL,Greece,2013,VC,EUR,4833
EL,Greece,2014,VC,GR,160.1417339
EL,Greece,2014,VC,EUR,12572.65
EL,Greece,2015,VC,GR,197.0086895
EL,Greece,2015,VC,EUR,37341.863
EL,Greece,2016,VC,GR,1.818500593
EL,Greece,2016,VC,EUR,38020.925
EL,Greece,2017,VC,GR,17.22836044
EL,Greece,2017,VC,EUR,44571.307
EL,Greece,2018,VC,GR,88.62312698
EL,Greece,2018,VC,EUR,84071.793
EL,Greece,2019,VC,GR,74.93294808
EL,Greece,2019,VC,EUR,147069.266
EL,Greece,2020,VC,GR,1.992757617
EL,Greece,2020,VC,EUR,150000
EL,Greece,2021,VC,GR,233.3333333
EL,Greece,2021,VC,EUR,500000
EL,Greece,2022,VC,EUR,325000
PT,Portugal,2007,BANKRUPTCIES,ENT,2612
PT,Portugal,2008,BANKRUPTCIES,GR,35.06891271
PT,Portugal,2008,BANKRUPTCIES,ENT,3528
PT,Portugal,2009,BANKRUPTCIES,GR,8.134920635
PT,Portugal,2009,BANKRUPTCIES,ENT,3815
PT,Portugal,2010,BANKRUPTCIES,GR,7.234600262
PT,Portugal,2010,BANKRUPTCIES,ENT,4091
PT,Portugal,2011,BANKRUPTCIES,GR,16.01075532
PT,Portugal,2011,BANKRUPTCIES,ENT,4746
PT,Portugal,2012,BANKRUPTCIES,GR,40.91866835
PT,Portugal,2012,BANKRUPTCIES,ENT,6688
PT,Portugal,2013,BANKRUPTCIES,GR,-9.838516746
PT,Portugal,2013,BANKRUPTCIES,ENT,6030
PT,Portugal,2014,BANKRUPTCIES,GR,-33.34991708
PT,Portugal,2014,BANKRUPTCIES,ENT,4019
PT,Portugal,2015,BANKRUPTCIES,GR,17.26797711
PT,Portugal,2015,BANKRUPTCIES,ENT,4713
PT,Portugal,2016,BANKRUPTCIES,GR,-23.19117335
PT,Portugal,2016,BANKRUPTCIES,ENT,3620
PT,Portugal,2017,BANKRUPTCIES,GR,-14.39226519
PT,Portugal,2017,BANKRUPTCIES,ENT,3099
PT,Portugal,2018,BANKRUPTCIES,GR,-13.06873185
PT,Portugal,2018,BANKRUPTCIES,ENT,2694
PT,Portugal,2019,BANKRUPTCIES,GR,-4.974016333
PT,Portugal,2019,BANKRUPTCIES,ENT,2560
PT,Portugal,2020,BANKRUPTCIES,GR,-2.265625
PT,Portugal,2020,BANKRUPTCIES,ENT,2502
PT,Portugal,2021,BANKRUPTCIES,GR,-37.21023181
PT,Portugal,2021,BANKRUPTCIES,ENT,1571
PT,Portugal,2022,BANKRUPTCIES,ENT,1309
PT,Portugal,2009,FACTORING,EUR,621.012834
PT,Portugal,2010,FACTORING,EUR,732.788031
PT,Portugal,2011,FACTORING,EUR,402.087725
PT,Portugal,2012,FACTORING,EUR,338.004294
PT,Portugal,2013,FACTORING,EUR,375.945033
PT,Portugal,2014,FACTORING,EUR,476.143981
PT,Portugal,2015,FACTORING,EUR,546.727377
PT,Portugal,2016,FACTORING,EUR,440.716501
PT,Portugal,2017,FACTORING,EUR,418.343858
PT,Portugal,2018,FACTORING,EUR,929.6369877
PT,Portugal,2019,FACTORING,EUR,855.2272417
PT,Portugal,2020,FACTORING,EUR,513.2278418
PT,Portugal,2021,FACTORING,EUR,99
PT,Portugal,2022,FACTORING,EUR,113
PT,Portugal,2007,INTEREST_RATE,PA,5.29
PT,Portugal,2007,INTEREST_RATE,PA,7.05
PT,Portugal,2008,INTEREST_RATE,PA,5.92
PT,Portugal,2008,INTEREST_RATE,PA,7.64
PT,Portugal,2009,INTEREST_RATE,PA,3.88
PT,Portugal,2009,INTEREST_RATE,PA,5.72
PT,Portugal,2010,INTEREST_RATE,PA,3.78
PT,Portugal,2010,INTEREST_RATE,PA,5.45
PT,Portugal,2011,INTEREST_RATE,PA,5.4
PT,Portugal,2011,INTEREST_RATE,PA,7.41
PT,Portugal,2012,INTEREST_RATE,PA,5.43
PT,Portugal,2012,INTEREST_RATE,PA,7.59
PT,Portugal,2013,INTEREST_RATE,PA,4.97
PT,Portugal,2013,INTEREST_RATE,PA,6.82
PT,Portugal,2014,INTEREST_RATE,PA,4.37
PT,Portugal,2014,INTEREST_RATE,PA,5.97
PT,Portugal,2015,INTEREST_RATE,PA,3.25
PT,Portugal,2015,INTEREST_RATE,PA,4.6
PT,Portugal,2016,INTEREST_RATE,PA,2.69
PT,Portugal,2016,INTEREST_RATE,PA,3.83
PT,Portugal,2017,INTEREST_RATE,PA,2.14
PT,Portugal,2017,INTEREST_RATE,PA,3.42
PT,Portugal,2018,INTEREST_RATE,PA,1.93
PT,Portugal,2018,INTEREST_RATE,PA,3.13
PT,Portugal,2019,INTEREST_RATE,PA,1.85
PT,Portugal,2019,INTEREST_RATE,PA,2.93
PT,Portugal,2020,INTEREST_RATE,PA,1.7
PT,Portugal,2020,INTEREST_RATE,PA,2.48
PT,Portugal,2021,INTEREST_RATE,PA,1.72
PT,Portugal,2021,INTEREST_RATE,PA,2.51
PT,Portugal,2022,INTEREST_RATE,PA,2.66
PT,Portugal,2022,INTEREST_RATE,PA,3.18
PT,Portugal,2007,INTEREST_RATE_SPREAD,PD,1.76
PT,Portugal,2008,INTEREST_RATE_SPREAD,PD,1.72
PT,Portugal,2009,INTEREST_RATE_SPREAD,PD,1.84
PT,Portugal,2010,INTEREST_RATE_SPREAD,PD,1.67
PT,Portugal,2011,INTEREST_RATE_SPREAD,PD,2.01
PT,Portugal,2012,INTEREST_RATE_SPREAD,PD,2.16
PT,Portugal,2013,INTEREST_RATE_SPREAD,PD,1.85
PT,Portugal,2014,INTEREST_RATE_SPREAD,PD,1.6
PT,Portugal,2015,INTEREST_RATE_SPREAD,PD,1.35
PT,Portugal,2016,INTEREST_RATE_SPREAD,PD,1.14
PT,Portugal,2017,INTEREST_RATE_SPREAD,PD,1.28
PT,Portugal,2018,INTEREST_RATE_SPREAD,PD,1.2
PT,Portugal,2019,INTEREST_RATE_SPREAD,PD,1.08
PT,Portugal,2020,INTEREST_RATE_SPREAD,PD,0.78
PT,Portugal,2021,INTEREST_RATE_SPREAD,PD,0.79
PT,Portugal,2022,INTEREST_RATE_SPREAD,PD,0.52
PT,Portugal,2009,LEASING,EUR,5323.874191
PT,Portugal,2010,LEASING,EUR,5242.265624
PT,Portugal,2011,LEASING,EUR,3442.119225
PT,Portugal,2012,LEASING,EUR,3037.045384
PT,Portugal,2013,LEASING,EUR,2665.515673
PT,Portugal,2014,LEASING,EUR,2425.490201
PT,Portugal,2015,LEASING,EUR,2344.571035
PT,Portugal,2016,LEASING,EUR,2294.89653
PT,Portugal,2017,LEASING,EUR,2175.011214
PT,Portugal,2018,LEASING,EUR,2204.182038
PT,Portugal,2019,LEASING,EUR,1879.459534
PT,Portugal,2020,LEASING,EUR,1865.708935
PT,Portugal,2021,LEASING,EUR,467
PT,Portugal,2022,LEASING,EUR,497
PT,Portugal,2007,LOAN,PT_ENT,44.89535517
PT,Portugal,2007,LOAN,EUR,101610
PT,Portugal,2007,LOAN,EUR,64265
PT,Portugal,2007,LOAN,EUR,28852
PT,Portugal,2008,LOAN,PT_ENT,42.77760694
PT,Portugal,2008,LOAN,EUR,115809
PT,Portugal,2008,LOAN,EUR,61787
PT,Portugal,2008,LOAN,EUR,26431
PT,Portugal,2009,LOAN,PT_ENT,76.61038818
PT,Portugal,2009,LOAN,PT_ENT,49.96543381
PT,Portugal,2009,LOAN,EUR,117807
PT,Portugal,2009,LOAN,EUR,46288
PT,Portugal,2009,LOAN,EUR,90252.4
PT,Portugal,2009,LOAN,EUR,23128
PT,Portugal,2010,LOAN,PT_ENT,76.96421405
PT,Portugal,2010,LOAN,PT_ENT,49.42490891
PT,Portugal,2010,LOAN,EUR,114626
PT,Portugal,2010,LOAN,EUR,45558
PT,Portugal,2010,LOAN,EUR,88221
PT,Portugal,2010,LOAN,EUR,22517
PT,Portugal,2011,LOAN,PT_ENT,76.44805286
PT,Portugal,2011,LOAN,PT_ENT,31.63124667
PT,Portugal,2011,LOAN,EUR,113808
PT,Portugal,2011,LOAN,EUR,44984
PT,Portugal,2011,LOAN,EUR,87004
PT,Portugal,2011,LOAN,EUR,14229
PT,Portugal,2012,LOAN,PT_ENT,75.67813823
PT,Portugal,2012,LOAN,PT_ENT,27.52074097
PT,Portugal,2012,LOAN,EUR,105362
PT,Portugal,2012,LOAN,EUR,45562
PT,Portugal,2012,LOAN,EUR,79736
PT,Portugal,2012,LOAN,EUR,12539
PT,Portugal,2013,LOAN,PT_ENT,74.40594209
PT,Portugal,2013,LOAN,PT_ENT,24.16306915
PT,Portugal,2013,LOAN,EUR,99359
PT,Portugal,2013,LOAN,EUR,49108
PT,Portugal,2013,LOAN,EUR,73929
PT,Portugal,2013,LOAN,EUR,11866
PT,Portugal,2014,LOAN,PT_ENT,81.29921487
PT,Portugal,2014,LOAN,PT_ENT,28.79214164
PT,Portugal,2014,LOAN,EUR,86483
PT,Portugal,2014,LOAN,EUR,41230
PT,Portugal,2014,LOAN,EUR,70310
PT,Portugal,2014,LOAN,EUR,11871
PT,Portugal,2015,LOAN,PT_ENT,80.13221432
PT,Portugal,2015,LOAN,PT_ENT,35.19652205
PT,Portugal,2015,LOAN,EUR,82215
PT,Portugal,2015,LOAN,EUR,33813
PT,Portugal,2015,LOAN,EUR,65880.7
PT,Portugal,2015,LOAN,EUR,11901
PT,Portugal,2016,LOAN,PT_ENT,79.3622896
PT,Portugal,2016,LOAN,PT_ENT,37.87787385
PT,Portugal,2016,LOAN,EUR,77323.5
PT,Portugal,2016,LOAN,EUR,29838
PT,Portugal,2016,LOAN,EUR,61365.7
PT,Portugal,2016,LOAN,EUR,11302
PT,Portugal,2017,LOAN,PT_ENT,78.53076596
PT,Portugal,2017,LOAN,PT_ENT,37.7374844
PT,Portugal,2017,LOAN,EUR,73127.9
PT,Portugal,2017,LOAN,EUR,28844
PT,Portugal,2017,LOAN,EUR,57427.9
PT,Portugal,2017,LOAN,EUR,10885
PT,Portugal,2018,LOAN,PT_ENT,77.68641714
PT,Portugal,2018,LOAN,PT_ENT,35.55443006
PT,Portugal,2018,LOAN,EUR,69589.9
PT,Portugal,2018,LOAN,EUR,31591
PT,Portugal,2018,LOAN,EUR,54061.9
PT,Portugal,2018,LOAN,EUR,11232
PT,Portugal,2019,LOAN,PT_ENT,78.35329368
PT,Portugal,2019,LOAN,PT_ENT,36.11356775
PT,Portugal,2019,LOAN,EUR,67016.2
PT,Portugal,2019,LOAN,EUR,32791
PT,Portugal,2019,LOAN,EUR,52509.4
PT,Portugal,2019,LOAN,EUR,11842
PT,Portugal,2020,LOAN,PT_ENT,79.72823126
PT,Portugal,2020,LOAN,PT_ENT,35.28091511
PT,Portugal,2020,LOAN,EUR,73974.38657
PT,Portugal,2020,LOAN,EUR,33546.62238
PT,Portugal,2020,LOAN,EUR,58978.47
PT,Portugal,2020,LOAN,EUR,11835.55536
PT,Portugal,2021,LOAN,PT_ENT,80.49883025
PT,Portugal,2021,LOAN,PT_ENT,36.50244886
PT,Portugal,2021,LOAN,EUR,75657
PT,Portugal,2021,LOAN,EUR,20826
PT,Portugal,2021,LOAN,EUR,60903
PT,Portugal,2021,LOAN,EUR,7602
PT,Portugal,2022,LOAN,PT_ENT,80.16482522
PT,Portugal,2022,LOAN,PT_ENT,33.77612549
PT,Portugal,2022,LOAN,EUR,75318.57
PT,Portugal,2022,LOAN,EUR,22057
PT,Portugal,2022,LOAN,EUR,60379
PT,Portugal,2022,LOAN,EUR,7450
